ID,Product_Name,UPC_Code,Department_Name,Department_Code,Category,Display_Price,Price_Numeric,Age_Restricted,Age_Restricted_Boolean,Stock_Status,Search_Terms,Tax_Rate,Total Price After Tax
703321.0,BIC MINI CHILD GUARD 50CT TRAY,0703321,Tobacco Accessories,26,Tobacco,$2.30 ,2.3,Yes,True,In Stock,bic mini child guard 50ct tray,8.625,2.5
866149.0,ZIG ZAG REG.WHITE 24'S,0866149,Tobacco Accessories,26,Tobacco,$2.75 ,2.75,Yes,True,In Stock,zig zag reg white 24 s,8.625,2.99
866248.0,ZIG ZAG ORANGE 1 1/4 24',0866248,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag orange 1 1 4 24,8.625,3.25
866743.0,ZIG ZAG ORANGE KING 24'S,0866743,Tobacco Accessories,26,Tobacco,$3.21 ,3.21,Yes,True,In Stock,zig zag orange king 24 s,8.625,3.49
982238.0,FERRERO RAFFAELO (COCONUT) 3PC 12CT,0982238,Candy & Snacks,18,Snacks,$2.76 ,2.76,No,False,In Stock,ferrero raffaelo coconut 3pc 12ct,8.625,3.0
40111216.0,BOUNTY 24CT,040111216,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,bounty 24ct,8.625,2.5
40883694.0,AXE ANTI HANGOVER 200ML,040883694,Home & Kitchen,32,Home,$4.99 ,4.99,No,False,In Stock,axe anti hangover 200ml,8.625,5.42
50985104.0,HALLS HONEY & LEMON,050985104,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,halls honey lemon,8.625,2.5
60014399.0,VASELINE REG 1.07Oz,060014399,Home & Kitchen,32,Home,$1.99 ,1.99,No,False,In Stock,vaseline reg 1 07oz,8.625,2.16
980000632.0,TIC TAC ORANGE BOTTLE PK 4CT,0980000632,Candy & Snacks,18,Snacks,$5.05 ,5.05,No,False,In Stock,tic tac orange bottle pk 4ct,8.625,5.49
1200000531.0,2 / PEPSI REG 2OOz,01200000531,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 pepsi reg 2ooz,8.625,4.89
1200001880.0,2 / PEPSI ZERO SUGAR 20Oz,01200001880,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 pepsi zero sugar 20oz,8.625,4.89
1230000068.0,CAMEL SNUS WINTERCHILL PCH 5CT,01230000068,Seasonal,12,Seasonal,$9.20 ,9.2,No,False,In Stock,camel snus winterchill pch 5ct,8.625,9.99
1410007481.0,PEP FARMS RASPBERRY CHOCOLATE,01410007481,Food & Grocery,24,Grocery,$5.99 ,5.99,No,False,In Stock,pep farms raspberry chocolate,8.625,6.51
1410009997.0,MILANO MILK CHOCOLATE 6Oz,01410009997,Food & Grocery,24,Grocery,$5.99 ,5.99,No,False,In Stock,milano milk chocolate 6oz,0.0,5.99
1820025006.0,2 / BUD ICE 25Oz CN,01820025006,Other,0,General,$5.99 ,5.99,No,False,In Stock,2 bud ice 25oz cn,8.625,6.51
1820025013.0,2 / NATTY DADDY 25Oz CN,01820025013,Health & Beauty,21,Beauty,$5.99 ,5.99,No,False,In Stock,2 natty daddy 25oz cn,8.625,6.51
1820026188.0,2 / BUDLIGHT LEM HARD SODA 24Oz CN,01820026188,Health & Beauty,21,Beauty,$7.99 ,7.99,No,False,In Stock,2 budlight lem hard soda 24oz cn,8.625,8.68
4178019024.0,UTZ RIPPLES SC & ONION 3Oz,04178019024,Automotive,9,Auto,$2.49 ,2.49,No,False,In Stock,utz ripples sc onion 3oz,0.0,2.49
4610035353.0,SARGENTO BBRK MNT/JC CHED WHT THN 3P,04610035353,Food & Grocery,24,Grocery,$2.99 ,2.99,No,False,In Stock,sargento bbrk mnt jc ched wht thn 3p,0.0,2.99
4650021613.0,RAID ANY & ROACH,04650021613,Home & Kitchen,32,Home,$7.99 ,7.99,No,False,In Stock,raid any roach,8.625,8.68
4767748533.0,M&M'S PEANUT BUTTER ICE CREAM SANDWICH 3,04767748533,Dairy & Refrigerated,3,General,$3.99 ,3.99,No,False,In Stock,m m s peanut butter ice cream sandwich 3,0.0,3.99
4900000764.0,2 / SPRITE 20Oz,04900000764,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 sprite 20oz,8.625,4.89
7084701755.0,2 / MONSTER ULTRA RED 16Oz,07084701755,Beverages & Drinks,25,Drinks,$5.99 ,5.99,No,False,In Stock,2 monster ultra red 16oz,8.625,6.51
7084702097.0,MONSTER ULTRA SUNRISE 16Oz,07084702097,Beverages & Drinks,25,Drinks,$3.29 ,3.29,No,False,In Stock,monster ultra sunrise 16oz,8.625,3.57
7084702097.0,2 / MONSTER ULTRA SUNRISE 16Oz,07084702097,Beverages & Drinks,25,Drinks,$5.99 ,5.99,No,False,In Stock,2 monster ultra sunrise 16oz,8.625,6.51
7084703308.0,2 / MONSTER ULTRA PARADISE 16Oz,07084703308,Beverages & Drinks,25,Drinks,$5.99 ,5.99,No,False,In Stock,2 monster ultra paradise 16oz,8.625,6.51
7084703780.0,2 / MONSTER ZERO SUGAR GOLD 16Oz,07084703780,Beverages & Drinks,25,Drinks,$5.99 ,5.99,No,False,In Stock,2 monster zero sugar gold 16oz,8.625,6.51
8346874507.0,SLIMFAST KETO 12CT,08346874507,Candy & Snacks,18,Snacks,$2.49 ,2.49,No,False,In Stock,slimfast keto 12ct,8.625,2.7
8563888707.0,POPPIES COCNUT MACROON,08563888707,Household Items,5,Household,$1.00 ,1.0,No,False,In Stock,poppies cocnut macroon,0.0,1.0
8660000019.0,ZIC-ZAC,08660000019,Tobacco Accessories,26,Tobacco,$2.49 ,2.49,Yes,True,In Stock,zic zac,8.625,2.7
8660000156.0,ZIG ZAG CONES KING SIZE 24CT,08660000156,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag cones king size 24ct,8.625,3.25
8660000187.0,ZIG ZAG CONES 1.25 24CT,08660000187,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag cones 1 25 24ct,8.625,3.25
8660006028.0,ZIG-ZAG 12'S 1 1/4,08660006028,Tobacco Accessories,26,Tobacco,$9.99 ,9.99,Yes,True,In Stock,zig zag 12 s 1 1 4,8.625,10.85
8660007322.0,ZIG ZAG ULTRA THIN 1 1/4 24',08660007322,Tobacco Accessories,26,Tobacco,$2.75 ,2.75,Yes,True,In Stock,zig zag ultra thin 1 1 4 24,8.625,2.99
8660007384.0,ZIG ZAG ORGANIC HEMP 1 1/4 24,08660007384,Tobacco Accessories,26,Tobacco,$2.30 ,2.3,Yes,True,In Stock,zig zag organic hemp 1 1 4 24,8.625,2.5
8660007407.0,ZIG ZAG,08660007407,Tobacco Accessories,26,Tobacco,$2.30 ,2.3,Yes,True,In Stock,zig zag,8.625,2.5
8660007698.0,ZIG ZAG UNBLEACHED CONES 1.25 24CT,08660007698,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag unbleached cones 1 25 24ct,8.625,3.25
8660007766.0,ZIG ZAG UNBLEACHED KING CONES 24CT,08660007766,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag unbleached king cones 24ct,8.625,3.25
8660007988.0,ZIG ZAG,08660007988,Tobacco Accessories,26,Tobacco,$2.76 ,2.76,Yes,True,In Stock,zig zag,8.625,3.0
8660008633.0,ZIG ZAG MINI 8PK,08660008633,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag mini 8pk,8.625,3.25
8660008701.0,ZIG ZAG 8PK CONES,08660008701,Tobacco Accessories,26,Tobacco,$2.99 ,2.99,Yes,True,In Stock,zig zag 8pk cones,8.625,3.25
8660097354.0,ZIG ZAG 1 1/2 BLUE ULTRA THIN 24',08660097354,Tobacco Accessories,26,Tobacco,$2.75 ,2.75,Yes,True,In Stock,zig zag 1 1 2 blue ultra thin 24,8.625,2.99
9542016432.0,LINDOR MILK CHOCOLATE 1.30Oz,09542016432,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,lindor milk chocolate 1 30oz,8.625,2.5
9800000524.0,KINDER JOY 15CT,09800000524,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,kinder joy 15ct,8.625,3.49
9800000555.0,KINDER BUENO 20CT,09800000555,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,kinder bueno 20ct,8.625,2.5
9800000739.0,KINDER JOY EGG,09800000739,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,kinder joy egg,8.625,3.49
9800001002.0,TIC TAC FRUIT ADVENTURE 100PC 12CT,09800001002,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac fruit adventure 100pc 12ct,8.625,2.75
9800001026.0,TIC TAC FRESHMINT 100PC 12CT,09800001026,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac freshmint 100pc 12ct,8.625,2.75
9800001033.0,TIC TAC ORANGE 100PC 12CT,09800001033,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac orange 100pc 12ct,8.625,2.75
9800002993.0,TICTAC FROSTY MINT 1Oz,09800002993,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tictac frosty mint 1oz,8.625,2.75
9800003518.0,TIC TAC CITRUS ADVENTURE 100PC 12CT,09800003518,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac citrus adventure 100pc 12ct,8.625,2.75
9800003624.0,TIC TAC STW/CREAM 12CT,09800003624,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac stw cream 12ct,8.625,2.75
9800005406.0,TIC TAC BERRY ADVENTURE 12CT,09800005406,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac berry adventure 12ct,8.625,2.75
9800007448.0,TIC TAC TROPICAL ADVENTURE 12CT,09800007448,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac tropical adventure 12ct,8.625,2.75
9800007462.0,TIC TAC WINTERGREEN 100PC 12CT,09800007462,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac wintergreen 100pc 12ct,8.625,2.75
9800007608.0,TIC TAC FRUIT ADVENTURE 12C,09800007608,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac fruit adventure 12c,8.625,2.75
9800007615.0,TIC TAC FRESHMINT 12CT,09800007615,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac freshmint 12ct,8.625,2.75
9800007639.0,TIC TAC ORANGE 12CT,09800007639,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac orange 12ct,8.625,2.75
9800007677.0,TIC TAC WINTERGREEN 12CT,09800007677,Candy & Snacks,18,Snacks,$2.53 ,2.53,No,False,In Stock,tic tac wintergreen 12ct,8.625,2.75
9800010318.0,TIC TAC CHEWY SWEET 7OZ PEG 8CT,09800010318,Candy & Snacks,18,Snacks,$4.60 ,4.6,No,False,In Stock,tic tac chewy sweet 7oz peg 8ct,8.625,5.0
9800010325.0,TIC TAC CHEWY SOUR 7OZ PEG 8CT,09800010325,Candy & Snacks,18,Snacks,$4.60 ,4.6,No,False,In Stock,tic tac chewy sour 7oz peg 8ct,8.625,5.0
9800123018.0,FERRERO ROCHER 3PC BOX 12CT,09800123018,Candy & Snacks,18,Snacks,$2.76 ,2.76,No,False,In Stock,ferrero rocher 3pc box 12ct,8.625,3.0
9800512041.0,KINDER CHOCOLATE 18CT,09800512041,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,kinder chocolate 18ct,8.625,2.5
9800513048.0,KINDER CHOCOLATE MAXI 16CT,09800513048,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,kinder chocolate maxi 16ct,8.625,3.49
9800554003.0,KINDER BUENO KING 8CT,09800554003,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,kinder bueno king 8ct,8.625,3.49
9800800056.0,NUTELLA & GO 12CT,09800800056,Candy & Snacks,18,Snacks,$2.49 ,2.49,No,False,In Stock,nutella go 12ct,8.625,2.7
9800802203.0,NUTELLA 7.7OZ,09800802203,Home & Kitchen,32,Home,$4.99 ,4.99,No,False,In Stock,nutella 7 7oz,8.625,5.42
9800895007.0,NUTELLA HAZELNUT SPREAD 13OZ,09800895007,Home & Kitchen,32,Home,$6.99 ,6.99,No,False,In Stock,nutella hazelnut spread 13oz,8.625,7.59
10700000224.0,JOLLY RANCH AWESOME TWOSOME 18CT,010700000224,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,jolly ranch awesome twosome 18ct,8.625,2.0
10700023858.0,WHOPPER 24CT,010700023858,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,whopper 24ct,8.625,2.0
10700060808.0,HEATH ORIG 18CT,010700060808,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,heath orig 18ct,8.625,2.5
10700519528.0,JOLLY RANCHER FRUIT CHEWS 12CT,010700519528,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,jolly rancher fruit chews 12ct,8.625,2.5
10700529855.0,JOLLY RANCHER BITES KING 12CT,010700529855,Candy & Snacks,18,Snacks,$2.99 ,2.99,No,False,In Stock,jolly rancher bites king 12ct,8.625,3.25
10700530141.0,JOLLY RANCHER GUMMY MISFITS 6.5OZ PEG,010700530141,Candy & Snacks,18,Snacks,$3.53 ,3.53,No,False,In Stock,jolly rancher gummy misfits 6 5oz peg,8.625,3.83
10700557094.0,JOLLY RANCHER VRY BRRY GUMMIES 6.5OZ PEG,010700557094,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher vry brry gummies 6 5oz peg,8.625,3.79
10700702029.0,WHOPPERS PEG BAG 7OZ,010700702029,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,whoppers peg bag 7oz,8.625,3.49
10700702302.0,JOLLY RANCH ASSORTED PEG BAG 7OZ,010700702302,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly ranch assorted peg bag 7oz,8.625,3.79
10700702623.0,JOLLY RANCHER ASST GUMMIES 7OZ PEG,010700702623,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher asst gummies 7oz peg,8.625,3.79
10700702685.0,JOLLY RANCHER TROPICAL PEG 6.5OZ,010700702685,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher tropical peg 6 5oz,8.625,3.79
10700702845.0,JOLLY RANCHER WATERMELON,010700702845,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher watermelon,8.625,3.79
10700702999.0,JOLLY RANCHER BLUE RASPBRY 6.5OZ,010700702999,Candy & Snacks,18,Snacks,$3.45 ,3.45,No,False,In Stock,jolly rancher blue raspbry 6 5oz,8.625,3.75
10700703651.0,SHAQALICIOUS ORIG GUMMIES 6.2OZ PEG,010700703651,Candy & Snacks,18,Snacks,$3.68 ,3.68,No,False,In Stock,shaqalicious orig gummies 6 2oz peg,8.625,4.0
10700703668.0,SHAQALICIOUS SOUR GUMMIES 6.2OZ PEG,010700703668,Candy & Snacks,18,Snacks,$3.68 ,3.68,No,False,In Stock,shaqalicious sour gummies 6 2oz peg,8.625,4.0
10700807229.0,PAYDAY 24CT,010700807229,Candy & Snacks,18,Snacks,$2.30 ,2.3,No,False,In Stock,payday 24ct,8.625,2.5
10700807274.0,PAYDAY KING SIZE 18CT,010700807274,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,payday king size 18ct,8.625,3.49
10700858351.0,JOLLY RANCHERS SOUR GUMMIES 5Oz,010700858351,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly ranchers sour gummies 5oz,8.625,3.79
10700858368.0,JOLLY RANCHER ORIG 5Oz,010700858368,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher orig 5oz,8.625,3.79
10700858559.0,CHOCOLATEY PAYDAY KING SZ 3.1OZ 18CT,010700858559,Candy & Snacks,18,Snacks,$3.21 ,3.21,No,False,In Stock,chocolatey payday king sz 3 1oz 18ct,8.625,3.49
10700858900.0,JOLLY RANCHER VERY BERRY 5Oz,010700858900,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher very berry 5oz,8.625,3.79
10700859051.0,JOLLY RANCHER VRY BRRY GUMMIES 13OZ 8CT,010700859051,Candy & Snacks,18,Snacks,$6.99 ,6.99,No,False,In Stock,jolly rancher vry brry gummies 13oz 8ct,8.625,7.59
10700859129.0,JOLLY RANCHER LEMONADE GUMMIES 6.5OZ PEG,010700859129,Candy & Snacks,18,Snacks,$3.49 ,3.49,No,False,In Stock,jolly rancher lemonade gummies 6 5oz peg,8.625,3.79
10700859167.0,JOLLY RANCHER SOUR RED GUMMIES 6.5OZ PEG,010700859167,Candy & Snacks,18,Snacks,$3.45 ,3.45,No,False,In Stock,jolly rancher sour red gummies 6 5oz peg,8.625,3.75
11111614246.0,DOVE WHITE,011111614246,Home & Kitchen,32,Home,$2.76 ,2.76,No,False,In Stock,dove white,8.625,3.0
11210000018.0,TABASCO,011210000018,Home & Kitchen,32,Home,$2.99 ,2.99,No,False,In Stock,tabasco,8.625,3.25
11642030010.0,C HOWARD SCENTED GUM 24CT,011642030010,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,c howard scented gum 24ct,8.625,2.0
11642031017.0,C HOWARD VIOLET 24CT,011642031017,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,c howard violet 24ct,8.625,2.0
11642032014.0,C HOWARD LEMON 24CT,011642032014,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,c howard lemon 24ct,8.625,2.0
11642033011.0,CHOWARDS'S PEPPERMINTS,011642033011,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,chowards s peppermints,8.625,2.0
11642037019.0,CHOWARD'S GUAVA,011642037019,Candy & Snacks,18,Snacks,$1.84 ,1.84,No,False,In Stock,choward s guava,8.625,2.0
12000000133.0,PEPSI 12Oz CN,012000000133,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,pepsi 12oz cn,8.625,1.25
12000000850.0,MNTDEW 12Oz CN,012000000850,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,mntdew 12oz cn,8.625,1.25
12000001130.0,PEPSI 2LITR,012000001130,Convenience Items,27,General,$3.22 ,3.22,No,False,In Stock,pepsi 2litr,8.625,3.5
12000001314.0,MTN DEW 20Oz,012000001314,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew 20oz,8.625,2.75
12000001314.0,2 / MTN DEW 20Oz,012000001314,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew 20oz,8.625,4.89
12000001345.0,MTN DEW DIET 20Oz,012000001345,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew diet 20oz,8.625,2.75
12000001345.0,2 / MTN DEW DIET 20Oz,012000001345,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew diet 20oz,8.625,4.89
12000001666.0,MNTDEW DIET 12Oz CAN,012000001666,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,mntdew diet 12oz can,8.625,1.25
12000001772.0,STARBUCKS DS ESPRESSO 6.5Oz,012000001772,Pharmacy,11,General,$3.68 ,3.68,No,False,In Stock,starbucks ds espresso 6 5oz,8.625,4.0
12000001802.0,STARBUCKS FRAP COFFE 13Oz,012000001802,Pharmacy,11,General,$4.99 ,4.99,No,False,In Stock,starbucks frap coffe 13oz,8.625,5.42
12000002243.0,MTN DEW CODE RED 2OOz,012000002243,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew code red 2ooz,8.625,2.75
12000002243.0,2 / MTN DEW CODE RED 2OOz,012000002243,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew code red 2ooz,8.625,4.89
12000002717.0,STARBUCKS FRAP CARML 9Oz,012000002717,Pharmacy,11,General,$3.75 ,3.75,No,False,In Stock,starbucks frap carml 9oz,8.625,4.07
12000003554.0,STARBUCKS FRAP COFFEE 9Oz,012000003554,Pharmacy,11,General,$3.75 ,3.75,No,False,In Stock,starbucks frap coffee 9oz,8.625,4.07
12000004100.0,STARBUCKS FRAPPU VANILLA 9Oz,012000004100,Pharmacy,11,General,$3.75 ,3.75,No,False,In Stock,starbucks frappu vanilla 9oz,8.625,4.07
12000004520.0,STARBUCKS FRAP MOCHA 13Oz,012000004520,Pharmacy,11,General,$4.75 ,4.75,No,False,In Stock,starbucks frap mocha 13oz,8.625,5.16
12000005312.0,PEPSI REG 2OOz,012000005312,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,pepsi reg 2ooz,8.625,2.75
12000005596.0,PEPSI CHERRY 20Oz,012000005596,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,pepsi cherry 20oz,8.625,2.75
12000005596.0,2 / PEPSI CHERRY 20Oz,012000005596,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 pepsi cherry 20oz,8.625,4.89
12000005688.0,PEPSI REG CAN,012000005688,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,pepsi reg can,8.625,1.25
12000006494.0,STARBUKCS FRAPPU MOCHA 9Oz,012000006494,Pharmacy,11,General,$3.75 ,3.75,No,False,In Stock,starbukcs frappu mocha 9oz,8.625,4.07
12000008054.0,PEPSI DIET 12Oz CN,012000008054,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,pepsi diet 12oz cn,8.625,1.25
12000008153.0,PEPSI DIET 12Oz CN,012000008153,Convenience Items,27,General,$1.15 ,1.15,No,False,In Stock,pepsi diet 12oz cn,8.625,1.25
12000010361.0,MOUNTAIN DEW CITRUS CHERRY 20Oz,012000010361,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mountain dew citrus cherry 20oz,8.625,2.75
12000018800.0,PEPSI ZERO SUGAR 20Oz,012000018800,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,pepsi zero sugar 20oz,8.625,2.75
12000021367.0,OCEANSPRAY CRANBERRY 15Oz,012000021367,Electronics,10,Electronics,$2.53 ,2.53,No,False,In Stock,oceanspray cranberry 15oz,8.625,2.75
12000028458.0,STARBUCKS ENERGY DOUBLE MOUCHA 15Oz,012000028458,Pharmacy,11,General,$4.75 ,4.75,No,False,In Stock,starbucks energy double moucha 15oz,8.625,5.16
12000028472.0,STARBUCKS ENERGY DOUBLE SHOT COFFE 15Oz,012000028472,Pharmacy,11,General,$4.75 ,4.75,No,False,In Stock,starbucks energy double shot coffe 15oz,8.625,5.16
12000028496.0,STARBUCKS ENERGY DOUBLE SHOT VANILA 15Oz,012000028496,Pharmacy,11,General,$4.75 ,4.75,No,False,In Stock,starbucks energy double shot vanila 15oz,8.625,5.16
12000028625.0,MTN DEW VOLTAAGE 20Oz,012000028625,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew voltaage 20oz,8.625,2.75
12000028625.0,2 / MTN DEW VOLTAAGE 20Oz,012000028625,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew voltaage 20oz,8.625,4.89
12000030284.0,PEPSI 16Oz,012000030284,Convenience Items,27,General,$1.84 ,1.84,No,False,In Stock,pepsi 16oz,8.625,2.0
12000041174.0,HONEY GREEN TEA 19Oz,012000041174,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,honey green tea 19oz,8.625,3.79
12000042836.0,PURE LEAF TEA&LEMONADE 19Oz,012000042836,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,pure leaf tea lemonade 19oz,8.625,3.79
12000172281.0,DIET PEPSI 2OOz,012000172281,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,diet pepsi 2ooz,8.625,2.75
12000172281.0,2 / DIET PEPSI 2OOz,012000172281,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 diet pepsi 2ooz,8.625,4.89
12000172526.0,PEPSI DIET 2LITR,012000172526,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,pepsi diet 2litr,8.625,3.79
12000181313.0,STARBUCKS TRIPPLE SHOT FRENCH VANILA 15O,012000181313,Pharmacy,11,General,$4.75 ,4.75,No,False,In Stock,starbucks tripple shot french vanila 15o,8.625,5.16
12000201691.0,MTN DEW MISTERY FLAVOR 20Oz,012000201691,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew mistery flavor 20oz,8.625,2.75
12000201691.0,2 / MTN DEW MISTERY FLAVOR 20Oz,012000201691,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew mistery flavor 20oz,8.625,4.89
12000203978.0,STARBUCKS FRAP PEP MOUCHA 14Oz,012000203978,Beverages & Drinks,25,Drinks,$4.49 ,4.49,No,False,In Stock,starbucks frap pep moucha 14oz,8.625,4.88
12000204951.0,MTN DEW MAJOR MELON 2OOz,012000204951,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mtn dew major melon 2ooz,8.625,2.75
12000204951.0,2 / MTN DEW MAJOR MELON 2OOz,012000204951,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 mtn dew major melon 2ooz,8.625,4.89
12000206030.0,PEPSI ZERO SUGAR MANGO 2OOz,012000206030,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,pepsi zero sugar mango 2ooz,8.625,2.75
12000206030.0,2 / PEPSI ZERO SUGAR MANGO 2OOz,012000206030,Convenience Items,27,General,$4.50 ,4.5,No,False,In Stock,2 pepsi zero sugar mango 2ooz,8.625,4.89
12000213465.0,PURE LEAF SUBTLY 19Oz,012000213465,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,pure leaf subtly 19oz,8.625,3.79
12000240201.0,MOUNTAIN DEW CITRUS BLACKBERRY 20Oz,012000240201,Convenience Items,27,General,$2.53 ,2.53,No,False,In Stock,mountain dew citrus blackberry 20oz,8.625,2.75
12000286186.0,PURELEAF LEMON,012000286186,Convenience Items,27,General,$2.75 ,2.75,No,False,In Stock,pureleaf lemon,0.0,2.75
12000286193.0,PURELEAF SWEETTEA,012000286193,Beverages & Drinks,25,Drinks,$2.75 ,2.75,No,False,In Stock,pureleaf sweettea,8.625,2.99
12000286209.0,PURELEAF UNSWEETNED,012000286209,Convenience Items,27,General,$2.75 ,2.75,No,False,In Stock,pureleaf unsweetned,0.0,2.75
12000286216.0,PURELEAF PEACH 16Oz,012000286216,Pharmacy,11,General,$2.75 ,2.75,No,False,In Stock,pureleaf peach 16oz,8.625,2.99
12000286223.0,PURE LEAF RASPBERRY 19Oz,012000286223,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,pure leaf raspberry 19oz,8.625,3.79
12000286230.0,PURE LEAF DIET LEMON 19Oz,012000286230,Convenience Items,27,General,$3.49 ,3.49,No,False,In Stock,pure leaf diet lemon 19oz,8.625,3.79
12000813313.0,STARBUCKS FRAP VANILLA 13Oz,012000813313,Beverages & Drinks,25,Drinks,$4.49 ,4.49,No,False,In Stock,starbucks frap vanilla 13oz,8.625,4.88
12276200305.0,POTATO STIX SNACKS,012276200305,Food & Grocery,24,Grocery,$1.99 ,1.99,No,False,In Stock,potato stix snacks,0.0,1.99
12276201005.0,PARTY MIX 8Oz,012276201005,Food & Grocery,24,Grocery,$2.99 ,2.99,No,False,In Stock,party mix 8oz,0.0,2.99
12300000017.0,CAMEL REG (NY),012300000017,Pet Supplies,13,Pets,$18.41 ,18.41,No,False,In Stock,camel reg ny,8.625,20.0
